views,comments,likes,score
26,24,46,28
25,33,46,55
1,35,8,53
13,32,15,56
44,15,0,13
22,33,44,62
15,11,9,67
23,18,44,58
43,7,25,29
48,8,35,53
10,13,45,6
11,29,1,22
4,36,24,58
42,23,6,11
42,42,27,54
30,24,33,54
46,17,45,47
41,35,34,35
6,18,2,52
43,30,48,49
35,25,10,68
35,15,12,96
2,30,5,67
49,30,50,60
34,43,40,42
28,3,43,81
22,5,5,31
30,10,21,58
1,33,43,63
31,15,17,38
35,37,22,44
36,24,38,54
15,42,38,54
34,37,31,82
12,18,41,75
36,13,44,36
35,38,4,85
7,29,21,40
17,40,10,71
32,29,5,66
32,49,11,93
10,1,0,48
50,36,17,76
49,45,12,42
20,28,19,71
30,6,27,18
3,1,33,52
15,9,41,53
0,44,37,32
4,0,10,17
21,45,8,37
42,47,27,28
8,16,35,7
49,27,21,96
29,35,16,57
24,34,44,69
0,50,50,83
41,15,22,66
41,44,34,74
36,32,4,59
3,8,20,87
21,11,46,71
12,13,13,44
22,30,6,92
18,43,49,54
5,11,5,37
16,6,43,56
32,50,10,65
6,32,41,85
15,36,5,68
16,1,32,64
8,21,19,33
13,47,28,52
24,37,16,74
17,14,23,77
30,44,28,41
5,41,50,75
45,46,19,17
17,17,42,75
4,1,3,26
32,32,23,54
41,47,7,12
45,21,12,54
42,17,18,36
29,7,32,70
49,9,38,1
10,50,45,62
5,31,40,4
45,30,32,70
7,39,17,98
4,31,29,81
14,38,12,97
44,2,17,23
13,32,13,44
41,28,20,42
35,36,12,97
15,0,9,43
1,0,16,93
45,2,9,94
15,0,22,0
21,7,45,91
47,48,33,70
35,44,15,52
27,33,40,86
35,7,45,26
24,46,12,2
16,29,6,99
38,0,40,80
2,49,36,66
32,1,24,52
23,50,24,28
2,5,41,42
24,34,14,71
14,46,47,3
30,25,14,39
2,22,21,93
41,11,22,71
1,8,44,10
46,38,28,58
39,17,13,56
26,49,0,75
25,47,9,67
26,23,13,53
11,1,31,64
50,16,40,3
2,28,46,76
49,26,4,84
16,11,14,60
3,32,6,74
34,47,28,78
37,8,7,97
24,20,47,72
41,41,38,89
30,35,47,44
20,38,23,91
50,45,40,97
43,33,30,33
9,29,37,88
21,2,16,81
30,22,37,51
0,6,22,44
39,18,34,98
34,21,4,44
15,46,17,52
40,40,3,77
4,10,22,49
37,10,13,80
28,35,41,32
32,35,14,14
22,7,33,26
48,38,18,4
12,32,44,70
6,35,2,57
11,41,16,58
39,35,19,61
35,43,6,62
15,47,3,32
5,25,22,100
8,2,37,100
14,31,36,53
42,0,42,6
46,37,48,57
1,36,41,67
30,34,26,58
45,50,26,40
42,2,47,74
42,4,4,28
11,32,12,60
14,45,49,77
40,45,12,83
44,15,37,22
6,31,28,83
36,42,43,56
27,16,41,6
7,36,27,36
36,8,28,73
44,24,49,41
48,46,48,51
49,46,36,55
25,16,36,97
36,40,20,18
49,39,30,35
36,41,1,18
31,36,19,52
6,28,4,1
21,32,23,44
26,8,36,10
17,14,45,32
25,23,28,77
30,30,25,51
42,14,28,79
17,9,35,14
2,9,34,66
33,18,30,85
47,38,26,91
13,7,5,65
7,30,16,64
18,17,45,63
34,50,35,19
10,16,42,98
40,39,21,67
13,23,38,71
12,13,49,67
14,21,38,55
5,43,5,9
6,26,34,68
7,19,49,92
34,15,14,59
41,31,26,81
44,25,11,58
4,29,16,71
24,47,50,30
28,7,26,30
4,45,25,16
20,28,41,68
40,18,15,42
21,40,37,72
25,3,4,77
30,31,26,65
19,18,44,99
26,48,43,64
22,16,23,100
0,31,19,71
38,12,44,64
49,32,26,52
47,41,24,83
4,49,38,1
9,20,1,63
16,31,13,63
20,15,24,58
22,49,15,91
33,2,4,52
8,43,50,72
24,40,18,64
24,23,0,56
24,45,43,53
0,15,8,41
6,32,25,51
25,10,20,55
34,2,22,79
32,1,18,19
46,21,46,29
45,33,0,86
29,12,14,90
49,8,29,90
41,21,24,49
3,38,15,56
46,7,22,63
50,31,33,44
0,39,46,69
3,40,6,32
35,40,6,27
43,37,0,64
45,31,23,66
31,43,24,44
35,24,11,88
7,22,48,52
17,5,17,15
33,50,43,89
29,27,25,61
0,9,7,53
49,29,24,19
17,27,13,82
4,2,47,37
41,29,43,57
22,6,21,57
44,32,2,22
6,18,24,38
36,31,31,33
32,31,25,62
4,50,37,71
46,43,49,60
28,24,5,77
46,37,14,59
31,10,27,80
36,36,1,53
43,35,19,25
3,42,27,59
38,33,23,43
36,47,47,68
37,5,47,89
27,28,48,94
34,34,18,5
5,3,12,31
4,28,38,3
17,37,12,20
41,19,0,85
25,14,38,48
44,42,15,52
9,6,42,61
35,50,5,89
3,5,35,32
0,16,30,41
48,1,32,65
17,42,10,29
43,34,37,82
20,0,22,99
32,17,25,77
30,12,19,64
38,20,39,42
14,30,32,95
7,16,39,14
10,19,35,19
29,18,15,31
13,46,45,83
3,43,26,75
43,38,14,45
3,2,39,61
16,18,39,61
40,11,24,13
26,17,16,68
28,22,8,56
17,46,25,87
10,21,47,53
33,9,39,7
7,35,3,69
7,43,38,57
25,30,9,0
41,37,37,46
2,48,43,96
31,0,11,68
22,5,0,80
43,3,0,7
8,42,10,74
42,34,11,30
10,46,26,56
41,45,41,50
29,26,9,79
41,49,3,80
24,49,46,2
17,11,50,95
25,26,50,87
0,18,23,56
29,20,22,57
2,3,23,67
18,23,0,79
28,14,28,4
10,21,7,83
11,5,28,59
31,46,8,33
49,29,49,95
2,27,29,47
34,38,35,51
12,42,43,31
21,36,16,5
29,25,17,60
10,41,25,63
20,40,15,64
21,20,31,89
14,36,13,6
33,21,33,58
19,7,21,69
15,17,35,63
1,31,45,53
11,44,0,42
26,7,6,74
26,1,46,48
39,41,3,64
25,8,42,18
47,10,32,6
43,20,4,87
19,0,30,63
41,25,12,58
22,9,15,43
36,3,47,98
33,4,13,52
49,28,26,91
29,26,16,55
12,45,0,29
47,20,38,75
17,3,10,86
5,18,6,31
44,29,49,49
32,28,14,69
31,5,49,80
49,19,15,93
3,41,38,68
32,39,1,47
40,32,12,39
47,27,24,6
12,50,13,45
31,13,23,72
2,34,6,64
31,47,26,29
50,47,11,97
37,4,29,43
50,32,32,87
47,44,8,24
18,34,3,35
36,39,35,74
41,7,4,46
19,43,45,73
32,21,38,75
34,34,16,74
39,18,15,44
7,18,4,80
28,4,2,56
0,11,35,97
19,3,40,56
45,40,46,59
21,18,17,9
3,34,34,67
26,38,47,18
46,12,30,37
13,0,21,3
47,21,9,60
28,10,20,10
26,2,36,46
47,25,3,99
38,3,17,15
33,44,47,6
18,26,3,55
15,7,42,37
22,33,40,97
1,2,13,95
43,25,37,10
8,10,8,80
23,23,2,4
1,14,43,67
43,20,19,96
22,0,44,33
36,34,26,37
6,14,10,67
1,10,47,64
49,15,49,56
22,31,44,25
1,36,11,67
34,48,14,72
14,16,30,31
28,10,17,32
26,10,29,57
6,17,16,75
18,27,32,77
6,30,38,57
44,4,17,63
32,25,37,87
18,17,8,39
14,11,14,81
34,38,49,74
39,29,47,70
30,45,34,56
34,22,44,54
21,45,8,93
19,47,3,75
19,20,18,52
14,33,28,95
1,49,8,72
4,43,37,42
37,39,6,60
45,24,15,3
45,11,10,5
18,18,7,34
36,20,26,53
18,30,21,70
47,27,49,22
36,11,35,45
12,33,34,59
31,31,23,40
21,43,45,73
28,4,19,79
13,3,16,9
21,30,16,77
10,45,8,48
6,28,25,2
28,4,45,50
39,13,13,50
24,28,21,62
47,44,39,64
2,34,45,68
10,9,12,83
23,7,2,92
35,48,5,4
46,25,3,55
18,12,13,26
48,16,14,65
30,45,36,31
31,23,37,95
37,49,40,65
19,46,40,88
17,23,48,51
39,44,36,30
35,31,26,38
24,31,19,62
9,36,30,67
8,48,40,62
27,47,25,61
19,2,42,75
49,9,14,5
31,12,43,66
19,12,22,71
24,33,3,92
40,37,12,71
32,1,50,100
34,16,42,90
40,41,2,51
26,25,46,73
36,10,19,63
42,5,44,45
28,11,39,13
46,13,35,24
22,45,7,67
46,16,15,37
24,35,47,42
15,28,9,51
41,37,45,18
24,19,29,69
39,35,12,63
25,44,37,69
3,7,14,51
45,12,11,18
32,2,40,19
5,32,35,26
20,14,44,55
33,41,6,24
48,3,23,96
27,24,18,23
24,42,41,67
46,41,13,57
22,41,30,38
38,38,28,9
31,5,35,24
49,32,35,52
25,23,16,65
24,50,43,80
35,49,26,52
38,7,41,99
49,13,42,42
4,41,17,30
40,3,17,88
50,22,23,84
4,14,21,42
35,41,45,81
39,28,50,76
19,49,2,73
27,10,15,70
9,2,16,93
10,14,7,30
49,15,48,47
48,3,4,60
43,30,9,97
33,14,15,59
24,48,34,68
19,15,5,14
8,40,13,63
7,42,31,11
48,13,43,81
21,12,8,39
39,34,7,40
12,5,49,3
13,29,12,93
2,15,41,72
19,40,41,93
48,8,0,65
25,10,22,65
30,1,34,89
0,48,6,53
36,38,14,58
39,20,35,12
8,45,27,37
50,23,16,57
1,48,27,21
40,20,16,2
18,23,33,74
0,6,50,51
11,37,10,97
5,1,16,39
15,49,10,99
50,5,12,5
27,7,9,89
11,5,10,35
28,30,37,20
8,2,45,2
44,21,18,36
44,36,0,78
11,50,47,19
17,30,41,85
49,35,33,72
15,41,17,66
22,42,7,38
2,21,3,18
32,40,8,54
13,14,22,91
1,23,2,5
44,26,13,2
12,37,32,88
26,36,14,87
11,28,35,44
30,44,4,15
35,20,10,3
47,6,39,16
10,31,12,11
30,1,50,91
23,8,11,88
43,23,24,82
10,40,29,67
25,40,35,100
7,30,7,11
16,3,19,67
45,30,28,75
8,31,28,20
17,46,28,73
33,32,39,73
26,2,15,96
19,4,6,68
44,14,45,79
47,31,11,86
31,2,17,88
21,13,38,6
45,7,47,70
45,17,16,100
37,22,37,100
43,6,29,64
26,11,20,89
7,21,36,35
35,24,36,75
19,20,3,36
16,13,33,82
9,28,15,90
49,21,29,25
18,38,19,72
40,39,4,65
5,26,42,34
16,50,30,80
7,3,30,30
2,29,18,65
39,36,39,80
2,17,2,32
3,16,6,57
28,19,6,0
22,34,3,39
23,18,5,52
37,5,38,50
38,3,25,59
47,8,5,99
4,17,2,62
47,48,19,0
23,26,11,24
2,22,4,85
3,47,1,67
10,37,28,78
40,0,29,72
26,34,2,72
45,45,49,21
0,19,21,70
5,0,20,66
22,37,18,52
25,46,30,11
13,8,18,61
0,46,5,43
46,32,36,60
32,13,27,75
28,22,4,17
41,9,49,66
22,13,38,76
10,43,3,58
42,28,11,99
16,7,45,21
33,33,8,98
2,12,41,6
42,32,22,61
43,42,20,50
12,49,29,99
46,12,11,74
20,23,9,93
18,7,18,89
8,11,42,91
10,13,14,67
38,28,44,97
43,10,49,82
35,21,35,73
25,27,43,84
14,38,7,5
46,39,43,44
34,27,42,7
23,21,41,92
20,50,44,79
25,14,34,56
9,15,43,62
20,34,26,37
34,33,19,89
47,32,39,84
20,38,20,32
46,27,41,67
7,13,0,77
16,42,12,29
27,46,25,11
30,17,14,59
8,49,7,71
4,5,7,85
50,32,31,50
12,11,26,34
45,39,9,83
35,26,21,68
50,14,46,96
8,37,45,46
32,8,16,97
12,2,3,72
36,33,36,47
5,45,11,77
25,32,37,43
20,36,12,3
34,23,30,73
0,25,21,83
2,3,33,77
32,44,21,54
46,35,15,97
38,3,38,73
16,26,27,5
37,22,6,44
36,9,19,96
30,7,7,72
22,19,23,24
8,35,36,40
0,10,25,52
1,40,25,85
41,19,17,31
38,46,1,54
50,1,49,62
1,3,19,91
7,47,28,46
43,45,10,75
20,49,20,87
37,28,1,61
40,16,26,57
36,25,49,27
32,5,24,55
48,0,35,13
23,33,2,98
38,11,24,7
40,5,20,73
16,3,21,55
21,1,31,73
23,31,27,96
35,43,24,68
46,27,42,35
43,20,45,37
9,32,28,78
10,34,47,2
4,10,33,89
30,12,13,29
16,1,8,75
20,42,23,93
22,7,27,62
12,45,17,54
11,35,1,76
47,24,50,92
10,30,50,37
47,34,30,68
47,11,44,79
5,30,47,85
23,37,43,25
7,38,47,98
38,26,37,14
12,20,27,78
29,48,50,77
34,28,6,46
36,40,3,46
17,5,19,57
23,27,50,52
7,44,34,67
46,13,33,14
42,50,35,80
30,18,26,56
19,44,40,54
0,10,7,43
37,18,21,63
28,28,17,70
8,29,19,74
15,18,39,74
38,6,40,62
15,23,35,66
26,8,34,63
18,33,28,55
45,43,0,46
22,33,50,85
27,28,18,36
11,26,47,100
16,47,15,10
46,33,43,62
2,45,7,99
16,14,26,89
37,41,9,55
0,49,46,65
10,14,5,65
47,6,26,52
48,36,50,92
30,2,33,53
4,10,9,55
43,20,34,25
20,21,15,37
24,47,15,94
26,23,21,97
30,48,30,47
12,33,33,88
39,26,44,24
10,21,22,31
30,4,23,5
0,8,2,51
23,12,37,95
29,24,49,88
22,42,27,50
15,31,33,40
5,2,21,71
18,42,46,45
0,19,39,36
50,1,2,33
41,37,46,31
20,0,28,67
40,24,28,13
9,34,15,56
35,31,38,14
38,50,21,11
6,32,14,63
1,46,48,64
42,9,19,91
29,24,26,70
20,21,50,53
9,4,29,31
13,26,44,1
9,24,8,75
1,6,35,58
50,18,39,20
18,18,24,39
2,36,20,73
31,7,31,68
40,29,4,75
32,9,15,18
44,17,0,13
1,27,31,89
18,4,45,71
41,24,0,59
13,4,9,62
43,7,42,48
1,36,22,66
11,33,3,38
37,30,31,57
38,32,33,59
43,25,17,99
38,39,17,28
15,30,4,47
20,24,31,78
13,50,32,56
44,42,46,1
22,1,14,15
15,1,36,56
4,15,44,16
34,18,30,16
20,20,17,91
9,31,6,41
14,1,22,88
36,49,42,19
45,30,19,70
10,0,46,74
23,4,49,0
9,11,37,85
35,31,44,10
44,45,43,60
27,38,28,93
28,8,7,73
41,0,7,85
7,49,44,86
40,4,5,78
25,48,11,51
38,44,19,31
2,23,6,31
26,32,12,8
46,10,22,30
12,12,31,56
10,13,25,66
37,46,45,37
43,36,3,90
40,9,24,65
3,32,0,96
41,48,31,57
22,44,20,85
47,48,41,65
44,24,2,61
43,50,41,34
50,9,9,28
22,29,7,48
38,38,20,2
43,35,5,65
28,7,41,63
18,20,44,60
9,48,19,33
37,42,14,71
45,35,12,83
49,18,15,39
40,10,47,95
33,32,19,62
13,0,13,99
12,8,5,35
30,12,16,55
15,35,11,59
47,22,35,59
34,47,34,40
34,36,48,92
15,3,45,6
41,25,16,56
49,4,1,6
1,33,3,71
33,37,25,19
10,38,0,56
39,6,6,65
27,32,4,9
32,26,8,12
10,11,43,55
24,25,29,1
1,31,12,76
33,48,1,16
48,8,39,75
18,43,38,58
9,2,4,5
22,47,50,57
24,28,5,82
16,27,43,95
32,22,50,73
31,32,17,92
7,45,40,20
32,32,24,88
24,29,21,54
19,26,16,9
45,7,49,100
17,15,22,46
39,46,12,99
33,0,41,70
8,24,49,97
49,13,38,54
48,49,38,43
23,32,12,37
29,23,46,51
4,16,6,67
8,32,15,14
30,35,9,80
21,8,31,93
20,49,26,57
23,30,3,64
22,4,29,2
0,4,4,5
25,50,38,4
39,41,4,13
19,16,1,89
32,10,35,69
4,24,47,77
23,48,31,63
2,5,37,63
12,38,28,81
6,14,3,34
15,40,15,69
0,42,19,95
18,37,9,23
40,26,2,51
28,38,9,64
14,43,31,55
17,1,20,2
15,39,14,100
15,30,24,71
1,40,7,98
30,40,38,74
32,47,47,72
25,33,34,63
48,32,4,64
41,36,16,51
34,19,26,50
11,29,38,70
10,24,49,63
34,25,14,18
38,34,9,9
22,50,48,30
24,4,16,95
17,0,11,82
34,3,48,60
20,18,41,96
16,15,16,81
41,22,3,78
29,45,10,88
27,7,17,25
29,5,11,36
45,29,18,55
6,20,7,97
6,6,38,71
5,4,4,87
37,29,29,61
34,45,14,77
31,42,35,28
37,14,0,85
3,14,23,73
32,30,18,1
36,50,13,84
35,28,13,46
23,34,4,60
3,48,50,66
31,29,46,22
16,0,42,74
29,27,42,80
23,2,50,83
49,23,16,25
42,16,4,79
35,36,28,66
19,49,7,16
1,38,20,76
24,27,6,64
49,32,43,28
49,4,25,52
21,45,19,76
47,8,36,86
35,29,26,28
3,34,21,64
24,30,17,67
27,33,47,83
7,7,29,42
0,17,34,79
0,12,49,27
16,24,39,96
31,45,35,32
19,19,20,71
14,23,22,39
2,3,49,92
50,29,48,53
25,29,28,8
5,48,45,82
40,27,46,4
23,23,30,83
46,30,20,69
21,34,40,89
16,11,44,74
14,17,9,37
40,34,26,55
20,15,6,35
44,24,16,61
29,24,19,60
24,25,0,51
1,28,48,52
25,19,34,58
22,4,42,100
10,44,27,38
43,14,39,67
30,9,14,69
22,20,32,61
48,24,24,73
32,19,28,18
33,1,13,69
31,42,30,2
20,23,38,93
38,39,43,75
7,4,13,67
40,8,41,26
16,3,34,48
18,39,30,27
42,50,43,78
13,23,0,28
11,30,30,31
49,5,11,56
31,21,45,26
14,27,12,100
32,42,47,74
7,38,3,70
43,47,43,74
23,13,26,57
23,2,31,91
39,23,8,76
39,10,27,77
48,32,42,61
39,10,19,84
22,13,46,79
39,22,4,53
39,41,46,75
0,14,42,20
21,12,9,63
26,47,32,52
20,21,40,34
21,24,28,61
1,37,33,87
26,24,15,69
15,42,39,64
6,36,48,80
8,16,46,54
37,48,15,33
8,4,41,51
30,30,43,2
22,7,44,11
48,50,14,38
10,50,46,78
32,2,41,95
46,7,5,33
19,37,50,55
13,33,48,5
30,24,0,13
10,42,18,72
0,23,22,74
22,24,35,38
49,16,20,74
19,14,20,13
2,33,13,74
18,21,6,7
16,17,32,61
14,0,14,19
2,22,40,42
6,43,3,60
13,33,15,72
19,11,50,27
8,1,10,92
3,43,28,5
43,41,21,18
37,24,20,97
31,38,37,97
5,29,50,29
2,29,37,85
12,8,17,87
9,46,39,59
19,24,5,92
49,41,33,43
32,22,18,41
25,2,48,13
20,38,24,60
39,14,39,27
6,45,35,4
39,9,45,72
50,6,10,76
6,21,29,88
34,39,7,19
2,14,12,52
44,27,49,71
25,30,34,7
11,21,20,74
35,14,42,100
9,23,13,82
15,4,47,52
35,33,18,96
42,43,10,20
13,41,47,83
48,35,42,17
4,18,10,90
1,45,34,86
41,21,19,63
3,6,20,59
44,47,48,56
35,32,24,62
11,16,6,98
3,27,20,97
13,33,28,67
40,44,15,66
39,50,49,65
50,42,36,60
14,15,32,26
31,30,46,51
41,36,1,42
31,4,21,67
41,21,15,65
36,50,3,39
19,43,34,7
1,9,39,46
4,7,14,63
32,14,47,0
25,31,21,5
42,29,33,70
24,1,35,25
44,20,38,51
36,38,36,57
22,33,50,15
35,26,33,67
28,0,3,63
34,11,22,72
15,20,38,52
1,42,4,54
40,46,8,31
0,11,9,22
29,36,20,79
48,44,22,62
1,9,0,14
14,33,17,20
0,50,3,25
37,40,50,74
16,45,50,45
21,26,1,50
17,36,34,58
42,5,43,75
7,35,13,82
9,22,9,76
46,36,30,58
32,41,50,0
31,22,25,94
43,37,24,59
16,8,22,66
39,27,46,55
31,28,39,35
39,11,20,95
9,14,2,25
33,9,30,59
17,29,4,95
43,24,25,91
8,41,42,49
48,42,30,63
29,38,2,55
24,30,9,28
34,22,1,73
46,50,16,30
26,13,44,59
13,41,32,96
49,5,39,34
42,33,19,44
25,36,38,72
8,37,33,83
36,21,40,92
49,29,14,45
34,38,1,76
36,3,4,60
18,34,5,71
37,10,27,13
13,33,50,98
9,24,19,65
40,45,11,100
14,1,48,4
22,34,41,47
12,17,39,71
47,18,36,18
47,14,35,33
15,24,10,66
18,11,46,100
2,27,8,16
36,12,33,46
31,4,21,67
35,23,35,74
2,9,9,70
27,32,21,63
4,15,16,66
28,0,31,50
23,34,50,64
15,10,49,51
27,11,16,90
3,40,27,92
31,40,1,37
31,50,40,50
0,47,16,0
16,21,17,62
3,28,27,99
30,27,18,31
4,42,2,54
4,40,16,68
36,41,15,25
45,44,7,36
34,20,20,61
49,50,39,6
48,46,50,99
46,2,11,71
15,18,2,21
18,11,44,52
36,0,27,81
50,19,13,68
14,24,49,62
22,0,8,63
49,21,46,45
10,49,20,99
26,44,48,71
43,41,11,83
30,24,32,26
37,48,0,69
18,25,20,74
45,24,12,66
5,13,8,81
50,3,37,75
